district_code,county_code,sub_county_code,parish_code,parish_name
58,199,9,10,ODOON
58,199,9,53,APEDURU
58,199,9,56,OMARIAI
58,199,11,12,ALERE
58,199,11,16,WILA
58,199,11,57,ABWANGET
58,199,11,59,AKISIM
58,199,11,60,AKUM
58,276,1,1,DOKOLO
58,276,1,2,OCAKAI
58,276,1,3,OELAI
58,276,1,4,OLELE
58,276,1,5,ONYEBA
58,276,1,29,OGONGORA
58,276,2,6,AGWANJUA
58,276,2,7,JALAM
58,276,2,23,OLWA
58,276,2,42,AWELU
58,276,2,43,AYOLA
58,276,4,8,AMECHA
58,276,4,9,OWANGAI
58,276,4,19,MORUINERA
58,276,4,24,ORUNGO
58,276,4,38,ADAKUN
58,276,4,47,OMORATOK
58,276,6,10,ABOKET
58,276,6,11,AITA
58,276,6,12,"CORNER STONE"
58,276,6,13,OMODOI
58,276,6,20,MORUNGATUNY
58,276,6,30,OGANGAI
58,276,6,44,OJUKOT
58,276,8,18,AKERIAU
58,276,8,22,OKUDE
58,276,8,39,OTUBET
58,276,8,40,TEMELE
58,276,8,46,AITA
58,276,10,17,ABEKO
58,276,10,21,OCOCIA
58,276,10,28,OGOLAI
58,276,10,41,AKORE
58,276,10,45,ODEPE
59,74,1,3,MUIMET
59,74,1,39,KAMUTUNGON
59,74,1,45,KULULU
59,74,1,77,KOKOPCHAYA
59,74,1,78,CHEBINYINYI
59,74,2,5,NYALIT
59,74,2,29,SIIT
59,74,2,31,CHESOWER
59,74,2,32,BISHO
59,74,2,65,KAPTEKA
59,74,3,53,KAPSENETON
59,74,3,54,KABEI
59,74,3,82,CHEMUKANG
59,74,3,83,ROROK
59,74,4,12,KWIRWOT
59,74,4,25,CHEPKUSAWAR
59,74,4,26,KAPKWENO
59,74,4,27,KABYOYON
59,74,4,28,MATIMBEI
59,74,5,14,"TORASIS WARD"
59,74,5,15,"KAPKURESON WARD"
59,74,5,16,"KABASKEN WARD"
59,74,5,44,"KAPSUKWAR WARD"
59,74,6,2,CHEKWASTA
59,74,6,46,SUNGORA
59,74,6,47,KAPSABIT
59,74,6,59,KAPSEKEK
59,74,6,69,CHEBINYINY
59,74,6,70,MOKOTU
59,74,6,71,CHEMURON
59,74,6,72,TOROKYO
59,74,6,73,CENTRAL
59,74,6,74,TITIM
59,74,7,4,KAMET
59,74,7,40,YEMITEK
59,74,7,41,KAPKUMOLON
59,74,7,89,MUKULEI
59,74,7,90,BOROWON
59,74,8,11,KAPTERERWA
59,74,8,21,KAPKOLOSWO
59,74,8,22,CHEBINYINY
59,74,8,23,KAPNANDI
59,74,8,24,KAPTOMOLOGON
59,74,8,50,KAPTALI
59,74,9,55,KUBOBEI
59,74,9,56,KAPKOKOYO
59,74,9,57,CHEMWAISUS
59,74,9,58,CHESIMAT
59,74,10,10,RIWO
59,74,10,60,CHEPSOYKEI
59,74,10,63,KAPKWARE
59,74,10,64,ARALAM
59,74,11,19,RWANDA
59,74,11,20,CHEMWABIT
59,74,11,98,KAPKOMOL
59,74,11,99,KAPKOMBOLOY
59,74,12,6,TULEL
59,74,12,33,BURKEYWO
59,74,12,34,MAYAK
59,74,12,35,KABOKWO
59,74,12,87,CHEBINYINY
59,74,13,30,CHEMWEYET
59,74,13,48,KAPSARUR
59,74,13,49,CHEPKUTO
59,74,13,66,KIRETEI
59,74,13,67,CHEPTOROR
59,74,13,68,KAPTA
59,74,14,1,AMANANG
59,74,14,42,CHEBOI
59,74,14,43,SOSHO
59,74,14,75,KUBULWO
59,74,14,76,CHEBIRBEI
59,74,15,9,MUTUSHET
59,74,15,51,LWONGON
59,74,15,52,KAPTERIT
59,74,15,79,KAPKUMOLON
59,74,15,80,KAPNANUNJIRO
59,74,15,81,KOBELYO
59,74,16,8,MOKOYON
59,74,16,36,KAPSWAMA
59,74,16,37,CHEKWIR
59,74,16,38,LWONGON
59,74,16,84,NDILAI
59,74,16,85,ARALAM
59,74,16,86,TUYOBEI
59,74,17,61,BRIM
59,74,17,62,KAPCHEMOGEN
59,74,17,91,CHEMUKANG
59,74,17,92,CHEMURON
59,74,17,93,SHAMBABEL
59,74,17,94,CHEMUSABE
59,74,18,13,SENENDET
59,74,18,17,KAPKOROS
59,74,18,18,KAPROBEN
59,74,18,95,KAWIMBI
59,74,18,96,REBERON
59,74,18,97,ROTYO
60,208,1,4,"NAKABI WARD"
60,208,1,5,"NAMUNSWA WARD"
60,208,1,6,"NAMUSERU WARD"
60,208,1,7,"NASEMENYE WARD"
60,208,1,15,"NABIGANDA WARD"
60,208,1,28,"NAMPOLOGOMA WARD"
60,208,4,10,BUSIBIRA
60,208,4,12,NAKWASI
60,208,4,52,BUGOSA
60,208,4,53,MABALE
60,208,4,54,MULANDU
60,208,5,33,NAMUNASA
60,208,5,34,NAMAWA
60,208,5,56,CHADONGO
60,208,5,58,NAMAJJI
60,208,6,17,DOHO
60,208,6,18,KAPISA
60,208,6,62,LUBEMBE
60,208,6,63,MAZIMASA
60,208,6,64,MUYAGO
60,208,8,11,"BUTALEJA WARD"
60,208,8,27,"BUNGHAGI WARD"
60,208,8,40,"LUJEHE WARD"
60,208,8,41,"SAGENDA WARD"
60,208,8,42,"NANYULU WARD"
60,208,8,43,"HISEGA WARD"
60,208,10,1,"BUGADUNYA WARD"
60,208,10,2,"MUDODO WARD"
60,208,10,3,"NEBBO WARD"
60,208,10,29,"KACHONGA WARD"
60,208,10,60,"BUFUJJA WARD"
60,208,11,13,NAMULO
60,208,11,19,WANGALE
60,208,11,31,KAITI
60,208,11,37,KANGALABA
60,208,11,55,TINDI
60,208,11,61,KANYENYA
60,208,12,14,KACHONGA
60,208,12,16,NAMBALE
60,208,12,35,KAITI
60,208,12,36,NASINYI
60,208,12,57,KACHEKERE
60,208,12,59,NAWEYO
60,236,1,1,BUDUMBA
60,236,1,2,BUNAWALE
60,236,1,23,MABALE
60,236,1,24,BUDUSU
60,236,1,38,MASANGHE
60,236,1,50,BUNGHANGA
60,236,2,5,BUSABA
60,236,2,6,MULAGI
60,236,2,44,MULANGA
60,236,2,45,BUWIHULA
60,236,3,7,BUBALYA
60,236,3,9,BUNGHUMU
60,236,3,26,MUGULU
60,236,3,46,BUHABEBA
60,236,4,10,"HALANGA WARD"
60,236,4,11,"NAWINYOHA WARD"
60,236,4,12,"BUSABA WARD"
60,236,4,13,BUMWAMI
60,236,4,14,MWIHA
60,236,7,20,BINGO
60,236,7,21,BUBBINGE
60,236,7,22,BUGALO
60,236,7,32,MASANGHE
60,236,9,8,"BUSOLWE WARD"
60,236,9,47,"BUSOLWE CENTRAL WARD"
60,236,9,48,"NAWASU WARD"
60,236,9,49,"NAKWIGA WARD"
60,236,10,3,BUSABI
60,236,10,4,BUWESA
60,236,10,25,HABIGA
60,236,10,30,BUGEGEGE
60,236,10,39,MANYAMYE
60,236,10,51,MALANGHA
61,136,2,9,KASHOZI
61,136,2,20,MUSHUNGA
61,136,2,21,MUZIZA
61,136,3,5,BIHANGA
61,136,3,11,RUSHANGO
61,136,3,12,KYENGANDO
61,136,3,16,KANYARUGIRI
61,136,3,17,NYAKABUNGO
61,136,3,18,RYABIJU
61,136,4,7,"KAKINGA WARD"
61,136,4,8,"NYANTSIMBO WARD"
61,136,6,6,KIJONGO
61,136,6,10,BIRONGO
61,136,6,19,KAMWIRI
61,136,6,22,RWAMBU
61,136,7,24,"RUSHANGO WARD"
61,136,7,26,"ITABYAMA WARD"
61,136,8,1,"MIRAMBI WARD"
61,136,8,23,"KAREMBA WARD"
61,137,2,10,IRIMYA
61,137,2,11,KICUZI
61,137,2,15,KANYWAMBOGO
61,137,3,2,KIHANI
61,137,3,3,RWENGWE
61,137,3,26,IRWANIRO
61,137,4,4,KYENTAMA
61,137,4,21,BWAHWA
61,137,4,32,RUGOBA
61,137,5,9,BWENDA
61,137,5,12,MABONA
61,137,5,13,NYARUKIIKA
61,137,5,16,KIGUNGA
61,137,5,17,KATEMBE
61,137,5,18,MPASHA
61,137,6,1,KEIHANGARA
61,137,6,19,RUGAAGA
61,137,6,28,RWENSHAMBYA
61,137,8,25,"IGORORA WARD"
61,137,8,31,"NGANGO WARD"
61,293,1,1,"BUGARAMA WARD"
61,293,1,2,"KAKATSI WARD"
61,293,1,13,"KARANGARA WARD"
61,293,1,14,"KABAARE WARD"
61,293,1,22,"KIGARAMA WARD"
61,293,1,24,"RUGAZI WARD"
61,293,2,4,"BUFUNDA WARD"
61,293,2,6,"KAYENJE WARD"
61,293,2,7,"NSASI WARD"
61,293,2,8,"NYAMIRIMA WARD"
61,293,2,20,"RWOBUZIZI WARD"
61,293,2,27,"KATONGORE WARD"
61,293,2,29,"KIKONI WARD"
61,293,2,30,"RUYONZA WARD"
61,293,3,3,"KASHANGURA WARD"
61,293,3,4,"NYAKATOKYE WARD"
61,293,3,5,"KANYANSHEKO WARD"
61,293,3,14,"KAGONGO WARD"
61,293,3,15,"KYEIKUCU WARD"
61,293,3,23,"KYARUHANGA WARD"
61,293,3,25,"RWENSHURI WARD"
62,135,1,20,BUSHEKA
62,135,1,44,BUHUNGA
62,135,1,45,KASHOGA
62,135,1,46,RWAMBAGA
62,135,2,1,KASHUMBA
62,135,2,2,KIGARAGARA
62,135,2,28,KANKINGI
62,135,2,30,RUSHWA
62,135,3,5,BURUNGAMO
62,135,3,6,KABAARE
62,135,3,8,NGARAMA
62,135,3,22,KAGAAGA
62,135,4,10,KYAMPANGO
62,135,4,11,KYARUBAMBURA
62,135,4,12,KASHOJWA
62,135,4,14,RWANGABO
62,135,4,24,NYABUBAARE
62,135,4,32,KABAARE
62,135,4,33,KIRYABURO
62,135,5,3,KYABAHESI
62,135,5,9,KIHANDA
62,135,5,18,NYAMARUNGI
62,135,5,19,NSHORORO
62,135,5,25,RUTEETE
62,135,5,35,BURIGI
62,135,6,13,RUSHASHA
62,135,6,21,RWANTAHA
62,135,6,31,IHUNGA
62,135,6,34,MIRAMBIRO
62,135,7,23,KAKAMBA
62,135,7,36,KASHENYI
62,135,7,37,BURUMBA
62,135,7,38,NTENGA
62,135,7,39,RURONGO
62,135,8,7,"ENDIINZI A WARD"
62,135,8,15,NYABYONDO
62,135,8,17,"KIKOBA WARD"
62,135,8,26,"ENDIINZI B WARD"
62,135,8,40,"KAMAAYA WARD"
62,135,9,4,"MUREMA WARD"
62,135,9,29,"KASHARIRA WARD"
62,135,9,41,"KIKOKWA WARD"
62,135,9,42,"KISHUNJU WARD"
62,135,9,43,"KYABAZIBWE WARD"
62,135,9,50,"NSHORORO WARD"
62,135,10,16,RWANJOGYERA
62,135,10,27,RUKUNGIRI
62,135,10,47,MPIKYE
62,135,10,48,RUTUNGA
62,135,10,49,RWAKASASIRA
62,138,1,2,KASAANA
62,138,1,3,KIKOKWA
62,138,1,4,KISHURO
62,138,1,5,KYERA
62,138,1,20,KAHENDA
62,138,2,14,KATEMBE
62,138,2,17,KYARUGAAJU
62,138,2,28,KYEIRUMBA
62,138,2,31,BITOOMA
62,138,2,32,KAGOGO
62,138,3,1,KABAARE
62,138,3,6,NYAMITSINDO
62,138,3,8,RUKUUBA
62,138,3,18,NYARUBUNGO
62,138,3,19,NYAKAKONI
62,138,3,35,RWENSHEBASHEBE
62,138,3,36,RUMURI
62,138,4,10,"KAHARO WARD"
62,138,4,11,"KAMURI WARD"
62,138,4,12,"MABONA WARD"
62,138,4,23,"KYABISHAHO WARD"
62,138,4,29,"RWEKUBO WARD"
62,138,5,7,NYAMUYANJA
62,138,5,15,KIGYENDWA
62,138,5,16,IBUMBA
62,138,5,22,KATANOGA
62,138,6,24,"KABEREBERE EAST WARD"
62,138,6,25,"KABEREBERE SOUTH WARD"
62,138,6,26,"KABEREBERE WEST WARD"
62,138,7,9,KAGARAMA
62,138,7,13,NYAKIGYERA
62,138,7,27,KYABINUNGA
62,138,7,30,KITURA
62,138,8,21,RWETANGO
62,138,8,33,RWENYANGA
62,138,8,34,RWENFUNJO
62,139,1,3,KANYWAMAIZI
62,139,1,6,KABUGU
62,139,1,18,RWAKAKWENDA
62,139,1,22,KAGARA
62,139,2,7,KYEZIMBIRE
62,139,2,10,NTUNDU
62,139,2,11,RWAMWIJUKA
62,139,2,25,NYABUSHENYI
62,139,3,14,KIHIIHI
62,139,3,16,BUGONGI
62,139,3,19,NYAKARAMBI
62,139,4,2,KYAMUSONI
62,139,4,4,KARAMA
62,139,4,5,RUBOROGOTA
62,139,4,23,RWANGUNGA
62,139,4,24,NSHENYI
62,139,5,1,"KISYORO WARD"
62,139,5,20,"IRYANGO WARD"
62,139,5,27,"CENTRAL WARD"
62,139,5,28,"NORTHERN WARD"
62,139,6,17,"RUHIRA CENTRAL WARD"
62,139,6,21,"NYAKAMURI WARD"
62,139,6,26,"MIGYERA WARD"
62,139,6,30,"RUHIIRA NORTHERN WARD"
62,139,7,12,"KAMUBEIZI WARD"
62,139,7,31,"BURAMBIRA WARD"
62,139,7,32,"KATANZI WARD"
62,139,7,33,"KIBAALE WARD"
62,139,7,34,"KISHARIRA WARD"
62,139,8,29,"KIKAGATE WARD"
62,139,8,35,"KATANGA WARD"
62,139,8,36,"KIKAGATE BOARDER WARD"
62,139,8,37,"KITEZO WARD"
62,139,9,15,NTUNGU
62,139,9,38,ISHINGISHA
62,139,9,39,KIMBUGU
62,139,9,40,OMUKAKOREIJO
62,139,10,13,KAMUBEIZI
62,139,10,41,KYARUGOZA
62,139,10,42,KABESHEKYERE
62,139,11,8,KAJAHO
62,139,11,9,RUYANGA
62,139,11,43,KATOJO
62,139,11,44,NSHUNGEZI
62,139,11,45,RUTOOMA
63,93,1,4,LOKOLIA
63,93,1,5,LOSOGOLO
63,93,1,54,KALONGOR
63,93,1,56,MORULEM
63,93,2,6,"BIAFRA WARD"
63,93,2,7,"CAMPSWAHILI WARD"
63,93,2,8,"CENTRAL WARD"
63,93,2,9,"KAPILANI BAR EAST WARD"
63,93,2,10,"KOMURIA EAST WARD"
63,93,2,11,"LOPUTUK WARD"
63,93,2,12,"PAJAR WARD"
63,93,2,61,"KAPILANI BAR WEST WARD"
63,93,2,68,"KOMURIA WEST WARD"
63,93,3,14,KALAPATA
63,93,3,17,NAPETAKORI
63,93,3,18,MORUNYANG
63,93,3,19,MOROTO
63,93,3,60,KACHEMICHEM
63,93,3,67,MEUS
63,93,3,70,KURAO
63,93,4,21,KITE-LORE
63,93,4,22,KOTIRAE
63,93,4,32,"LOMILIMIL (NATINGOROK)"
63,93,4,47,KAKAMAR
63,93,4,74,MORUNYANG
63,93,5,20,LOBATOU
63,93,5,27,NARENGEPAK
63,93,5,29,KATHILE
63,93,5,30,NARIONOMORU
63,93,5,31,LOKARENGAK
63,93,5,80,NARUBE
63,93,5,82,LEMUGETE
63,93,5,83,TEREGU
63,93,6,33,LOLELIA
63,93,6,35,KAIMESE
63,93,6,46,LOCHOKEI
63,93,6,48,MORUKINEI
63,93,6,50,NAROGOS
63,93,6,52,LOTETELEIT
63,93,6,53,MORUNYANG
63,93,7,36,LOKANAYONA
63,93,7,37,LOMERUMA
63,93,7,38,TOROI
63,93,8,13,LOKALI
63,93,8,28,NARIAMAAOI
63,93,8,49,KAMACHARIKOL
63,93,8,79,NACHUKUL
63,93,8,81,LOIS
63,93,9,44,KASIMERI
63,93,9,45,LONGARO
63,93,9,73,LOCHEREP
63,93,10,1,LOMERIS
63,93,10,3,LOKERUI
63,93,10,34,"LOKERUI CENTRE"
63,93,10,76,KAABONG
63,93,10,77,LOMORUITAE
63,93,11,2,LOBONGIA
63,93,11,23,LOMUSIAN
63,93,11,24,LONGOROMIT
63,93,11,25,PAJAR
63,93,12,15,LOTIM
63,93,12,16,MORUKORI
63,93,12,69,KALOBOKI
63,93,12,71,KOSUI
63,93,12,72,KAKUTATOM
63,93,14,26,KAJIIR
63,93,14,39,KANGIOS
63,93,14,51,LOPEDO/TEUSO
63,93,14,62,KOTOME
63,93,14,65,SAKATAN
63,93,15,40,LEENY
63,93,15,41,LOKIYEKES
63,93,15,42,MULEDO
63,93,15,43,NAKATAPAN
63,255,9,9,USAKE
63,255,9,10,MORUNGOLE
63,255,9,53,LOKWAKARAMOE
63,255,10,11,LOKINENE
63,255,10,12,KAPALU
63,255,10,59,LOITANIT
63,255,11,7,KOKOSOWA
63,255,11,8,NAWADOU
63,255,11,13,KAMION
64,72,1,3,BUMANYA
64,72,1,4,KASULETA
64,72,1,6,KYANI
64,72,1,26,KALALU
64,72,1,53,NAMUSOLO
64,72,1,54,BULIMA
64,72,2,7,BUPYANA
64,72,2,8,GADUMIRE
64,72,2,11,PANYOLO
64,72,2,25,ISALO
64,72,2,48,BUTAMBALA
64,72,2,49,BUYUGE
64,72,2,50,TABABA
64,72,3,13,BUGONZA
64,72,3,14,BUTEGE
64,72,3,18,NABIKOLI
64,72,3,19,NAMUKOGE
64,72,3,55,NATWANA
64,72,3,56,KANAKAMBA
64,72,3,57,BUGODA
64,72,3,58,IGULAMUBIRI
64,72,4,22,NAMWIWA
64,72,4,23,SAAKA
64,72,4,28,KIWANABUZI
64,72,4,46,KIGANDA
64,72,5,2,"BUJJEJJE WARD"
64,72,5,43,"LONDE WARD"
64,72,5,44,"MASUNA WARD"
64,72,5,45,"NKONTE WARD"
64,72,5,63,"BULUMBA CENTRAL WARD"
64,72,5,64,"NALENYA WARD"
64,72,5,65,"BUSUNGA WARD"
64,72,6,32,"BUKUMANKOOLA WARD"
64,72,6,33,"BUDINI WARD"
64,72,6,34,"NAIGOMBWA WARD"
64,72,6,35,"BUYUNGA WARD"
64,72,6,36,"LUMBUYE WARD"
64,72,7,20,BUYINDA
64,72,7,21,BUKONDE
64,72,7,27,KIRANGA
64,72,7,30,MADIBIRA
64,72,7,47,NAMEJJE
64,72,8,15,BWAYUYA
64,72,8,16,BUTAJJUBE
64,72,8,17,KASOKWE
64,72,8,24,BUYODI
64,72,8,59,BUSANDA
64,72,9,9,LUBULO
64,72,9,10,KISINDA
64,72,9,12,BUSULUMBA
64,72,9,37,NAWANDYO
64,72,9,51,KIBWIZA
64,72,9,52,MPAMBWA
64,72,10,39,"BUKAIRE WARD"
64,72,10,40,"BULARI WARD"
64,72,10,41,"BUNSWEZYA WARD"
64,72,10,42,"NAMWIWA WARD"
64,72,10,60,"BUSEREKA WARD"
64,72,10,61,"KANABUGO WARD"
64,72,10,62,"WANGOBO WARD"
64,72,12,1,BUDOMERO
64,72,12,5,KIYUNGA
64,72,12,29,KYANFUBA
64,72,12,31,NABITENDE
64,247,1,2,BUJUGU
64,247,1,4,BUVULUNGUTI
64,247,1,12,BUSEREKA
64,247,1,13,KITEGA
64,247,1,24,BUKAMBA
64,247,1,27,NANGALA
64,247,1,31,NAWAMPITI
64,247,2,5,MUHIRA
64,247,2,6,NANTAMALI
64,247,2,11,BULIKE
64,247,2,25,BULUYA
64,247,2,28,NANSOLOLO
64,247,3,7,"MUSIHA WARD"
64,247,3,8,"MWANGHA WARD"
64,247,3,9,"WALYABIRA WARD"
64,247,3,14,"NOMBE WARD"
64,247,3,15,"BUGWABI WARD"
64,247,3,29,"NAWAIKOKE WARD"
64,247,5,1,BUHANGALA
64,247,5,3,BUPENI
64,247,5,10,KYAMBAYA
64,247,5,26,NAMAWA
64,247,5,30,NSAMULE
65,142,1,24,"KANYARYERU RES SCH"
65,142,1,25,AKAKU
65,142,1,27,KIBEGA
65,142,1,28,RWAMURANDA
65,142,3,7,NYAKASHARARA
65,142,3,8,RUGONGI
65,142,4,18,EMBARE
65,142,4,19,KEIKOTI
65,142,4,20,KAYONZA
65,142,5,10,KAITANTUREGYE
65,142,5,11,KASAANA
65,142,5,12,MACUNCU
65,142,6,14,BIJUBWE
65,142,6,15,KYAKABUNGA
65,142,6,16,NYAKAHITA
65,142,6,17,RURAMBIRA
65,142,7,23,RWABARATA
65,142,7,31,"NOMBE I"
65,142,7,46,RWAMUHUKU
65,142,8,32,"KASHWA WARD"
65,142,8,33,"KIRUHURA WARD"
65,142,8,34,"NYAKASHARARA WARD"
65,142,9,4,AKABAARE
65,142,9,5,IFURA
65,142,9,21,KANYANYA
65,142,10,35,"SANGA WARD"
65,142,10,43,"NOMBE WARD"
65,142,10,44,"NKONGORO WARD"
65,142,10,45,"EKIZIMBI WARD"
65,142,11,1,"AKATONGORE WARD"
65,142,11,2,"MUGORE WARD"
65,142,11,3,"NSWEREEMPANGO WARD"
65,142,11,6,"NSHWERENKYE WARD"
65,142,11,42,"RUSHERE WARD"
65,142,12,22,"NOMBE II"
65,142,12,26,AKAYANJA
65,142,12,38,NYANKUMBA
65,142,12,39,RWAKOBO
65,142,12,40,RUSHORORO
65,142,13,13,RWETAMU
65,142,13,30,AKAJUMBURA
65,142,13,36,BUGWEIRARO
65,142,13,37,KANITSYA
65,260,2,1,BYANAMIRA
65,260,2,2,KITABO
65,260,2,5,RWENJUBU
65,260,2,29,RWANYANGWE
65,260,2,37,KABUSHWERE
65,260,2,38,KASHONGI
65,260,2,40,NTARAMA
65,260,9,3,MOOYA
65,260,9,4,RWEMAMBA
65,260,9,30,KITURA
65,260,9,36,BWEEZA
65,260,9,39,KIGANDO
65,260,9,41,NYABURUNGA
66,8,2,17,ALIRIBU
66,8,2,20,PONYURA
66,8,2,21,LOBULE
66,8,2,22,LURUJO
66,8,2,34,AJIPALA
66,8,2,35,OMBACI
66,8,2,36,PADROMBU
66,8,2,37,TUKALIRI
66,8,2,38,YATUA
66,8,4,8,DRICILE
66,8,4,11,KINGABA
66,8,4,12,LURUNU
66,8,4,14,MIDIA
66,8,4,29,ASUNGA
66,8,4,32,DEGIBA
66,8,5,1,AYIPE
66,8,5,3,KULUBA
66,8,5,6,ORABA
66,8,5,7,PAMODO
66,8,5,45,MONODU
66,8,5,46,NYAMBIRI
66,8,5,47,NYOKE
66,8,7,10,GINYAKO
66,8,7,15,LEIKO
66,8,7,23,ALLA
66,8,7,31,NYANGAZIA
66,8,7,33,AUNGA
66,266,3,2,GUREPI
66,266,3,4,LONGIRA
66,266,3,5,LUDARA
66,266,3,39,BAMURE
66,266,3,40,CHAKULIA
66,266,3,41,KECHI
66,266,3,42,LIMA
66,266,3,43,NYAJO
66,266,3,44,PODO
66,266,6,13,METINO
66,266,6,18,NYAI
66,266,6,19,GBOROKOLONGO
66,266,6,24,NYORICHEKU
66,266,6,30,ONYOKUNGA
66,287,1,6,"OMBACI WARD"
66,287,1,27,"TEREMUNGA WARD"
66,287,1,28,"TRIANGLE WARD"
66,287,2,1,"ABELE WARD"
66,287,2,5,"NYANGILIA WARD"
66,287,2,25,"APA WARD"
66,287,2,26,"MENGO WARD"
66,287,3,2,"AMUNUPI WARD"
66,287,3,3,"GODIA WARD"
66,287,3,4,"ISOKO WARD"
67,126,1,3,BUNEFULE
67,126,1,13,BUMASOKHO
67,126,1,41,"BUGOBERO TOWN BOARD"
67,126,1,57,BUWAKORO
67,126,1,59,KHABUNGU
67,126,1,62,KIWATA
67,126,1,64,NABIKULU
67,126,2,6,BUMATANDA
67,126,3,10,BUWAGOGO
67,126,3,125,NANDUBISI
67,126,3,126,NARURWA
67,126,3,127,BUBWAYO
67,126,3,37,BUNASAKA
67,126,3,39,SHAMUKUNGA
67,126,4,9,BUKIMANAYI
67,126,4,48,BUMUKARI
67,126,4,91,BUNAMUNGOMA
67,126,4,92,BUTUWA
67,126,4,93,SHIRUKU
67,126,5,2,BULAKO
67,126,5,139,NABITAWA
67,126,5,140,BUMASARI
67,126,5,141,MULUKHU
67,126,5,142,BUSANGAI
67,126,5,143,NAMIKELO
67,126,5,144,SYEBA
67,126,5,30,BUWASYEBA
67,126,6,8,"BUBULO WARD"
67,126,6,17,"BUBWAYA WARD"
67,126,6,22,"BUMWANGU WARD"
67,126,6,23,"MAYENZE WARD"
67,126,7,7,BUNYINZA
67,126,7,130,BUMELELE
67,126,7,131,KHAUNGU
67,126,7,132,BUNAMUKHOSI
67,126,7,25,BUWAYA
67,126,7,75,NAMBAALE
67,126,7,76,BUKHWAYA
67,126,7,77,SINYIFA
67,126,7,78,BUBUTSATSA
67,126,8,12,BUNABWANA
67,126,8,51,BUNABWILA
67,126,8,65,NANDEREMA
67,126,8,84,BUWABULA
67,126,9,113,BUWERAYO
67,126,9,114,BUWEKOPYO
67,126,9,14,KIMALULI
67,126,9,35,SISATSA
67,126,9,69,"MASAKA TOWN BOARD"
67,126,10,4,"TOOMA BUTTA"
67,126,10,31,"FULUMA BUTTA"
67,126,10,53,BUSANTSA
67,126,10,56,BUTTA
67,126,11,110,BUSANGAYI
67,126,11,16,BUNANGABO
67,126,11,47,"BUMUFUNI I"
67,126,11,60,KHABUTOOLA
67,126,12,5,BUMAGAMBO
67,126,12,68,SISUNI
67,126,12,80,KIBUKWA
67,126,12,81,MAKENYA
67,126,13,33,"NALONDO BUTTA"
67,126,13,36,WANGA
67,126,13,49,BUMULEKHWA
67,126,13,55,BUTSEMA
67,126,14,11,BUWESWA
67,126,14,119,BUSHABURIRI
67,126,14,120,NAMBEWO
67,126,14,121,BUNATSABWANA
67,126,14,122,BUNANDUTU
67,126,14,52,BUNGOOLO
67,126,14,67,SHIBANGA
67,126,15,26,IKAALI
67,126,15,43,BUKHWAYA
67,126,15,70,NAKHENDO
67,126,16,24,BUMAEFE
67,126,16,42,BUKHONZO
67,126,16,74,MATENGE
67,126,16,79,TEMBELELA
67,126,17,50,BUNABUTSALE
67,126,17,88,BAMUKHAMA
67,126,17,89,BUNAPONDI
67,126,17,90,"BUNAPONDI A"
67,126,18,100,BUKIMIYU
67,126,18,101,BUMAGIRA
67,126,18,102,BUMUFUNI
67,126,18,46,BUMIRUMI
67,126,18,63,MAKENYA
67,126,19,105,BUKHADALA
67,126,19,45,BUMAENA
67,126,19,61,KHATSONGA
67,126,20,71,"BUNYINZA WARD"
67,126,20,82,"BUMABIMBA WARD"
67,126,20,86,"BUNAKAMI WARD"
67,126,20,87,"BUNABWANA WARD"
67,126,21,20,"BUWANGANI WARD"
67,126,21,58,"BUWANGANI TOWN BOARD"
67,126,21,94,"BUKHISA WARD"
67,126,21,95,"BUKITUTU WARD"
67,126,21,96,"BUNAMUBI WARD"
67,126,21,97,"BUWAMBOKO WARD"
67,126,21,98,"MARONGORI WARD"
67,126,21,99,"NABIKINJI WARD"
67,126,22,104,"KHOLOMO WARD"
67,126,22,106,"BUWAMALERO WARD"
67,126,22,107,"BUWANYELA WARD"
67,126,22,54,"BUMAGAMBO WARD"
67,126,22,83,"BUNABWANA WARD"
67,126,22,85,"BUSUMBU WARD"
67,126,23,111,ASINGE
67,126,23,112,KURUKU
67,126,23,115,RARAKA
67,126,23,28,BUFUMBULA
67,126,23,32,LWANJUSI
67,126,23,34,PUWA
67,126,24,1,BUGOBERO
67,126,24,108,"BUMUFUNI II"
67,126,24,109,NANGALWE
67,126,24,66,NEKINA
67,126,25,116,ISANGA
67,126,25,117,BUMUKHANA
67,126,25,118,BUNAMUKANDA
67,126,25,19,BUTOTO
67,126,25,40,BUBUKANZA
67,126,25,72,BUWESONGA
67,126,26,123,NABULANDO
67,126,26,124,BUNAMUTSO
67,126,26,18,BUKEWA
67,126,26,38,BUWEBOYA
67,126,27,128,BUKAMUKAMU
67,126,27,129,BUWANZALA
67,126,27,27,KAYOMBE
67,126,27,44,BUKOMA
67,126,28,133,BUWANYAMA
67,126,28,134,BUMWANGU
67,126,28,21,BUKHOFU
67,126,28,73,NAMALOKO
67,126,29,135,ISUNU
67,126,29,136,BUKHINDE
67,126,29,137,BIRARI
67,126,29,138,BUSIKE
67,126,29,15,BUMATOOLA
67,126,29,29,BUNAMUKHEYA
68,165,1,1,KITEBERE
68,165,1,2,KITONGO
68,165,1,3,NAKAZIBA(GGAVU)
68,165,1,4,NGANDWE
68,165,2,5,MWERA
68,165,2,6,NGUGULO
68,165,2,7,NSAMBYA
68,165,2,8,VVUMBE
